# tau vacf_xx vacf_yy vacf_zz
1.335000000000000000e+03 -1.625832392556902956e-12 2.070141160934872667e-12 -2.747688068163479947e-12
1.336000000000000000e+03 2.608396716756792998e-13 3.787340546709712419e-12 -3.382930842267917199e-12
1.337000000000000000e+03 1.333469179392294015e-12 3.913610128040799936e-12 -3.187070647876485238e-12
1.338000000000000000e+03 7.899239519851167326e-13 2.225209522192969958e-12 -1.702545727404954936e-12
1.339000000000000000e+03 -7.712321767574764575e-13 -5.783288244399191059e-13 8.622950466941201160e-13
1.340000000000000000e+03 -1.963132218306901606e-12 -3.279989043053178382e-12 3.181220019207744969e-12
1.341000000000000000e+03 -1.842955252597439353e-12 -4.742354277625120608e-12 3.718494197793559776e-12
1.342000000000000000e+03 -6.655144581507057556e-13 -4.251772283435676206e-12 2.030552365331896667e-12
1.343000000000000000e+03 5.041816797795328184e-13 -1.788970743009182238e-12 -9.211872057815506539e-13
1.344000000000000000e+03 8.161928578674828352e-13 1.670831994113785390e-12 -3.464915773975278042e-12
1.345000000000000000e+03 2.544400521499298586e-13 4.406736249974858756e-12 -4.223100941463058448e-12
1.346000000000000000e+03 -6.146805061601177706e-13 4.901808262223887574e-12 -2.829970268123139126e-12
1.347000000000000000e+03 -1.325628580185453555e-12 2.851772656687329131e-12 -6.534240114981461208e-14
1.348000000000000000e+03 -1.834869528707551101e-12 -6.538446059329605152e-13 2.524751814092230547e-12
1.349000000000000000e+03 -2.175992161040529410e-12 -3.910730454517675284e-12 3.403880630983354203e-12
1.350000000000000000e+03 -2.047940442505969543e-12 -5.542607721929364048e-12 1.991717034953987174e-12
1.351000000000000000e+03 -1.065464441438846995e-12 -5.000357750268482536e-12 -8.210127537984140035e-13
1.352000000000000000e+03 6.531392240840514964e-13 -2.743639950541219046e-12 -3.237396853378217453e-12
1.353000000000000000e+03 2.428684368313406969e-12 -2.375157243845028026e-14 -3.830733240148341542e-12
1.354000000000000000e+03 3.362318371694329420e-12 1.904258440841763744e-12 -2.413435247821467939e-12
1.355000000000000000e+03 2.640522365259202996e-12 2.483542019507276471e-12 -3.813433939930404683e-14
1.356000000000000000e+03 1.253481652184049511e-13 1.878306268119160043e-12 1.712376609998933270e-12
1.357000000000000000e+03 -3.051325885341527256e-12 6.195057435999561006e-13 1.754292344885048846e-12
1.358000000000000000e+03 -4.989495857117453086e-12 -6.239303331384713497e-13 1.844254473940981423e-13
1.359000000000000000e+03 -4.403489899718989412e-12 -1.266949990669982251e-12 -1.865131808905434936e-12
1.360000000000000000e+03 -1.468659592534946292e-12 -1.211596356539230208e-12 -3.061132745242766234e-12
1.361000000000000000e+03 2.278648593954810390e-12 -9.561120607143042954e-13 -2.735577343587563845e-12
1.362000000000000000e+03 4.643184950310425013e-12 -1.019148234886803105e-12 -1.216863729360990758e-12
1.363000000000000000e+03 3.983645199780760333e-12 -1.361106934793782390e-12 4.403153897090062215e-13
1.364000000000000000e+03 4.411066503148920288e-13 -1.649434590524945977e-12 1.154186202152715108e-12
1.365000000000000000e+03 -3.896647891651191317e-12 -1.757256266594448500e-12 5.059357025943637446e-13
1.366000000000000000e+03 -6.282604452608950323e-12 -1.680291153371701429e-12 -1.182777618244101076e-12
1.367000000000000000e+03 -5.151416832587913612e-12 -1.233029312204561271e-12 -3.191820290837050750e-12
1.368000000000000000e+03 -1.178877563159250758e-12 -1.049460659961810282e-13 -4.575267601896506616e-12
1.369000000000000000e+03 3.204273060848237637e-12 1.747371474920181815e-12 -4.509987286179488043e-12
1.370000000000000000e+03 5.500974371324853337e-12 3.725304722079712549e-12 -2.914677897992503190e-12
1.371000000000000000e+03 4.609345926595973517e-12 4.637687580252915984e-12 -5.695132791139547421e-13
1.372000000000000000e+03 1.231009401281273364e-12 3.475589690438675406e-12 1.427703788048551438e-12
1.373000000000000000e+03 -2.637160901481757306e-12 4.785009070715990103e-13 2.302826301012179958e-12
1.374000000000000000e+03 -4.897842818748341873e-12 -2.732344714999553152e-12 1.877673610652069303e-12
1.375000000000000000e+03 -4.625694877244208695e-12 -4.277130331191081518e-12 4.994799791031884269e-13
1.376000000000000000e+03 -2.468135296950667471e-12 -3.402946418009504429e-12 -1.177059567315062759e-12
1.377000000000000000e+03 5.872683675450451820e-14 -9.200040616634163070e-13 -2.501014554363296007e-12
1.378000000000000000e+03 1.578916751949913750e-12 1.602587637011379999e-12 -3.043197872589523178e-12
1.379000000000000000e+03 1.582774173528746105e-12 2.964599779843725694e-12 -2.674025693693425173e-12
1.380000000000000000e+03 6.832969029272320976e-13 2.972902701192408245e-12 -1.594590743540896576e-12
1.381000000000000000e+03 2.459995718745313456e-14 2.475311980665854598e-12 -2.117872753446941649e-13
1.382000000000000000e+03 1.948257540961898450e-13 2.550867737989032087e-12 1.063464093492381439e-12
1.383000000000000000e+03 8.379475061457759024e-13 3.251548657648267284e-12 1.813418368981229120e-12
1.384000000000000000e+03 1.209983832163173722e-12 3.330141193852506447e-12 1.621541789277106263e-12
1.385000000000000000e+03 8.475648850847701074e-13 1.555653125318087222e-12 3.934687483963341563e-13
1.386000000000000000e+03 -1.297346088468599754e-13 -1.783187335461948620e-12 -1.334451837016016426e-12
1.387000000000000000e+03 -1.106301029361900708e-12 -4.832146961256280662e-12 -2.539652155869598519e-12
1.388000000000000000e+03 -1.414524718996187421e-12 -5.475609457876744600e-12 -2.315198250472420568e-12
1.389000000000000000e+03 -8.097883772155002738e-13 -2.842321426703210486e-12 -6.098741366391157870e-13
1.390000000000000000e+03 4.313558671257170490e-13 1.847436350040472038e-12 1.499805742527193819e-12
1.391000000000000000e+03 1.684386275933987003e-12 5.819845005705331284e-12 2.553290375345726087e-12
1.392000000000000000e+03 2.241630535893510963e-12 6.715438269086472597e-12 1.899178588191010431e-12
1.393000000000000000e+03 1.697247496000705970e-12 4.312063280228892569e-12 4.658385945075437162e-14
1.394000000000000000e+03 1.925427027493729378e-13 3.437736009991339292e-13 -1.854211204767229196e-12
1.395000000000000000e+03 -1.618173837323986179e-12 -3.001701009154719036e-12 -2.714965245959125143e-12
1.396000000000000000e+03 -2.645010084446830623e-12 -4.347789230221805367e-12 -2.160026256999068283e-12
1.397000000000000000e+03 -1.860438358406565837e-12 -3.681673475642890981e-12 -8.532957296187953576e-13
1.398000000000000000e+03 6.188988622498307429e-13 -2.107812459207660300e-12 -7.959751199172069928e-14
1.399000000000000000e+03 3.185251826196203965e-12 -8.851451111585440002e-13 -6.496928457638902065e-13
1.400000000000000000e+03 3.933680025766488932e-12 -5.728642910139822864e-13 -2.188747865811241874e-12
1.401000000000000000e+03 2.213745263686877380e-12 -8.729600291390799760e-13 -3.514860142416405635e-12
1.402000000000000000e+03 -9.522487054113341451e-13 -1.081596916562641024e-12 -3.534818181081474509e-12
1.403000000000000000e+03 -3.704342595507600099e-12 -7.633890872534295156e-13 -1.939372832297261813e-12
1.404000000000000000e+03 -4.601171360526389318e-12 -1.653259533627345300e-13 5.445916346143804745e-13
1.405000000000000000e+03 -3.500768742516328898e-12 1.210845562706522824e-13 2.569525371526030465e-12
1.406000000000000000e+03 -1.415713997093346013e-12 -1.020900258716328352e-13 3.062082487213219588e-12
1.407000000000000000e+03 4.870910371836207738e-13 -5.158811384380987163e-13 1.802703414858407576e-12
1.408000000000000000e+03 1.688732954490428615e-12 -7.617876022324347162e-13 -5.855202437824252907e-13
1.409000000000000000e+03 2.317690471084022234e-12 -7.972018455125846917e-13 -2.959574100010970668e-12
1.410000000000000000e+03 2.519121773398180181e-12 -8.744262430241292150e-13 -4.260901391351956902e-12
1.411000000000000000e+03 1.940438664731939477e-12 -1.332862744999140272e-12 -4.161724893255970377e-12
1.412000000000000000e+03 1.207511378014861446e-13 -2.302581002226870215e-12 -3.229027940071540992e-12
1.413000000000000000e+03 -2.599799580508419504e-12 -3.342438015940538312e-12 -2.294052768227300297e-12
1.414000000000000000e+03 -4.830026453046630737e-12 -3.481911453025541209e-12 -1.610415209469223545e-12
1.415000000000000000e+03 -4.979225977627910072e-12 -2.054048509629523803e-12 -8.431292319070094299e-13
1.416000000000000000e+03 -2.511470681991478350e-12 5.012674690628052316e-13 2.591682640690245011e-13
1.417000000000000000e+03 1.418722059833803638e-12 2.872502105053007789e-12 1.464921504939110422e-12
1.418000000000000000e+03 4.512096599888511750e-12 3.801502164325734574e-12 2.186232964824908806e-12
1.419000000000000000e+03 4.782797104722166634e-12 2.743524023389150886e-12 1.927623105421425737e-12
1.420000000000000000e+03 1.964588321357544963e-12 1.296789827295094369e-13 7.245354363533688912e-13
1.421000000000000000e+03 -2.125127787379263325e-12 -2.650373143535426342e-12 -9.196660415417409827e-13
1.422000000000000000e+03 -4.713673303699685585e-12 -3.957735714408980590e-12 -2.493116762739294236e-12
1.423000000000000000e+03 -4.077356044915677060e-12 -3.103026334219646313e-12 -3.650871879002911206e-12
1.424000000000000000e+03 -7.924700039312861804e-13 -8.665536500036115086e-13 -4.103646281632262721e-12
1.425000000000000000e+03 2.834974431587694788e-12 1.205312210348258370e-12 -3.674616609618588241e-12
1.426000000000000000e+03 4.400153893099784353e-12 1.969206072476528025e-12 -2.468794679645600505e-12
1.427000000000000000e+03 2.941167736834642233e-12 1.339186724313573579e-12 -8.594949969506344818e-13
1.428000000000000000e+03 -4.121795487349396468e-13 4.869866941992205409e-14 5.842061537768623398e-13
1.429000000000000000e+03 -3.321988049120063752e-12 -9.779380115141180771e-13 1.195887284389764663e-12
1.430000000000000000e+03 -3.991185254925255273e-12 -1.141520317767469324e-12 6.413142975063667841e-13
1.431000000000000000e+03 -2.251031314911893374e-12 -4.748005485936854926e-13 -6.399827790423284092e-13
1.432000000000000000e+03 6.559786508564113559e-13 5.360321441192672938e-13 -1.661065255811612852e-12
1.433000000000000000e+03 3.112813687593150361e-12 1.411125051967351381e-12 -1.794519647709174701e-12
1.434000000000000000e+03 4.058132745418512925e-12 1.774470757017801973e-12 -1.348012560390206674e-12
1.435000000000000000e+03 3.353857680020871086e-12 1.351210503445506075e-12 -1.070732260833513103e-12
1.436000000000000000e+03 1.672336216431610005e-12 2.063143897636315609e-13 -1.299848034343640783e-12
1.437000000000000000e+03 -1.268410758256963750e-13 -1.159069898836486024e-12 -1.693856724239357689e-12
1.438000000000000000e+03 -1.572899046051519332e-12 -2.002897373158334850e-12 -1.625476820204797478e-12
1.439000000000000000e+03 -2.429631342270331188e-12 -1.739655717993295169e-12 -7.984923110543502017e-13
1.440000000000000000e+03 -2.374768953705598889e-12 -4.720978813217503112e-13 3.899923128045687793e-13
1.441000000000000000e+03 -1.201725039634781639e-12 8.325009795785807980e-13 1.164660334438369889e-12
1.442000000000000000e+03 7.600618248123773606e-13 1.062079943376572606e-12 1.048966421080192095e-12
1.443000000000000000e+03 2.682125201774006417e-12 1.776255009780121101e-14 6.702887543181296792e-14
1.444000000000000000e+03 3.670314200611237136e-12 -1.383924800238869372e-12 -1.353181526122597150e-12
1.445000000000000000e+03 3.195175576056170291e-12 -1.886472086828342400e-12 -2.382395877553752189e-12
1.446000000000000000e+03 1.425982442612799471e-12 -8.953613302141870035e-13 -2.192293265466257163e-12
1.447000000000000000e+03 -7.602990488573629320e-13 1.006349894685866397e-12 -7.026796963612796598e-13
1.448000000000000000e+03 -2.270947982979740863e-12 2.538994078724244391e-12 1.309433914905104818e-12
1.449000000000000000e+03 -2.414728642635532024e-12 2.693713706788462023e-12 2.825875934865942848e-12
1.450000000000000000e+03 -1.263055384233011836e-12 1.226227079128757366e-12 3.159578253031496536e-12
1.451000000000000000e+03 4.503490552661076930e-13 -1.343571570356280540e-12 2.211433888389539672e-12
1.452000000000000000e+03 1.839010323768129797e-12 -3.842062748855194009e-12 5.867437587198014967e-13
1.453000000000000000e+03 2.281900026320737448e-12 -4.844012919235498014e-12 -7.024203907629549583e-13
1.454000000000000000e+03 1.677980203054661881e-12 -3.644328918868965035e-12 -9.841961767581996550e-13
1.455000000000000000e+03 6.274785947394902348e-13 -1.068806089880602508e-12 -4.121567775733661952e-13
1.456000000000000000e+03 3.015874103060739969e-14 1.121448892114483791e-12 2.528317651541585904e-13
1.457000000000000000e+03 2.506172381002424878e-13 1.744754783493508849e-12 3.324505059531211234e-13
1.458000000000000000e+03 8.507955191207217193e-13 8.656890700635387682e-13 -2.110321518649926299e-13
1.459000000000000000e+03 1.003119889670948045e-12 -6.411543030858861402e-13 -7.724681636959063557e-13
1.460000000000000000e+03 8.944327210702569268e-14 -1.643570753071711236e-12 -5.765100129267463770e-13
1.461000000000000000e+03 -1.720898449841734845e-12 -1.338697785795891087e-12 6.393432273446235784e-13
1.462000000000000000e+03 -3.412874809682874591e-12 2.535587715836118512e-14 2.206207086056647058e-12
1.463000000000000000e+03 -3.770803121114337888e-12 1.221971699176171796e-12 2.998665466494384083e-12
1.464000000000000000e+03 -2.175042399582698449e-12 1.105111758903283524e-12 2.413784951784014789e-12
1.465000000000000000e+03 9.628986694419556721e-13 -5.701064646759090610e-13 7.677784376064427491e-13
1.466000000000000000e+03 4.310345942479417850e-12 -3.131592182980342525e-12 -1.110610030397525824e-12
1.467000000000000000e+03 6.128075426535707316e-12 -5.357393940176748290e-12 -2.417519823001306147e-12
1.468000000000000000e+03 5.089542986765843530e-12 -6.078194571979316328e-12 -2.647274127501396844e-12
1.469000000000000000e+03 1.311066385830886971e-12 -4.778619174323164732e-12 -1.783873247292329893e-12
1.470000000000000000e+03 -3.250557464134493526e-12 -1.904597321224154212e-12 -3.492033512755827640e-13
1.471000000000000000e+03 -5.911800402096520101e-12 1.252624352229785960e-12 9.273476178997723507e-13
1.472000000000000000e+03 -5.087214542069005101e-12 3.208280851210438496e-12 1.552058376686368453e-12
1.473000000000000000e+03 -1.307412059523243910e-12 3.150138375968518653e-12 1.381947650287811435e-12
1.474000000000000000e+03 3.090812133280997048e-12 1.403714011892119162e-12 5.508458852911292538e-13
1.475000000000000000e+03 5.417438997988595447e-12 -9.048052023603554498e-13 -5.788950812756268218e-13
1.476000000000000000e+03 4.434445998643827354e-12 -2.640956591270915006e-12 -1.467020673869152347e-12
1.477000000000000000e+03 1.093587857607684460e-12 -3.274098925225679891e-12 -1.501229845612417108e-12
1.478000000000000000e+03 -2.355936089227641753e-12 -3.096292905480496442e-12 -3.277427939860160980e-13
1.479000000000000000e+03 -3.885339058003527319e-12 -2.856910552493458515e-12 1.628815173216556152e-12
1.480000000000000000e+03 -2.755427349849183516e-12 -2.871886201405635145e-12 3.077887509368430821e-12
1.481000000000000000e+03 1.825334603818758904e-13 -2.661128638328490866e-12 2.739349671614774904e-12
1.482000000000000000e+03 3.079544483586039621e-12 -1.630940929497198474e-12 5.480665670434647461e-13
1.483000000000000000e+03 4.274146652850296777e-12 2.854673010699288406e-13 -2.240737334400402460e-12
1.484000000000000000e+03 3.257273699098930943e-12 2.659229799706629223e-12 -4.116389294155040002e-12
1.485000000000000000e+03 7.812643563780305705e-13 4.675087749730797885e-12 -4.228381338316021113e-12
1.486000000000000000e+03 -1.763453936849421817e-12 5.215421487667742026e-12 -2.524341123141048867e-12
1.487000000000000000e+03 -3.134531928137776645e-12 3.535741960746030517e-12 3.204437147045797847e-13
1.488000000000000000e+03 -2.757923817983835276e-12 1.011970849937661449e-13 2.949224399465791517e-12
1.489000000000000000e+03 -8.175925285685517717e-13 -3.535422724351929691e-12 3.901767362822406100e-12
1.490000000000000000e+03 1.865506757597173225e-12 -5.682939515697192147e-12 2.571546669733946059e-12
1.491000000000000000e+03 4.020509333386244034e-12 -5.330402094340395096e-12 -3.398211406375139462e-13
1.492000000000000000e+03 4.538669782448252463e-12 -2.600196440790954759e-12 -3.214128459550344293e-12
1.493000000000000000e+03 3.286879895032260777e-12 1.205391194538483523e-12 -4.438380240124740668e-12
1.494000000000000000e+03 1.147189309610609944e-12 4.308416016594188253e-12 -3.390773916585734172e-12
1.495000000000000000e+03 -7.703018330589188990e-13 5.520960479281424050e-12 -9.668394801130091999e-13
1.496000000000000000e+03 -1.839943190107918471e-12 4.717844858850198428e-12 1.035685185591465773e-12
1.497000000000000000e+03 -2.038880146971230101e-12 2.592518490696777892e-12 1.332212386671792076e-12
1.498000000000000000e+03 -1.651748792562378682e-12 1.897207509744604914e-13 -5.530877427394698157e-14
1.499000000000000000e+03 -9.878430058986391597e-13 -1.536443112675307000e-12 -2.111910637207995550e-12
1.500000000000000000e+03 -2.660469286180320640e-13 -2.035394911109392545e-12 -3.499579657428901930e-12
1.501000000000000000e+03 4.312581418813825485e-13 -1.293298683009964279e-12 -3.269091087508650237e-12
1.502000000000000000e+03 1.149073232465592516e-12 2.370893412673096589e-13 -1.587596867977888725e-12
1.503000000000000000e+03 1.957930992705921450e-12 1.762779196003482353e-12 2.569783456817557030e-13
1.504000000000000000e+03 2.700663354280874786e-12 2.418144061595686771e-12 9.170983455449165515e-13
1.505000000000000000e+03 2.829589554830099049e-12 1.882226648520926175e-12 4.181012196179464348e-14
1.506000000000000000e+03 1.888094555810102978e-12 7.617079426373041626e-13 -1.556690011931037378e-12
1.507000000000000000e+03 1.922425434167547362e-13 9.122449381125737989e-14 -2.526095365734105002e-12
1.508000000000000000e+03 -1.375582569644683427e-12 4.396612875600660683e-13 -2.017873615673882144e-12
1.509000000000000000e+03 -2.214860550710762646e-12 1.515025758706119394e-12 -3.747110383311618422e-13
1.510000000000000000e+03 -2.340166280952208707e-12 2.488198673751047225e-12 1.224192624963027852e-12
1.511000000000000000e+03 -2.040746321645757233e-12 2.653835729056895081e-12 1.771813495337926159e-12
1.512000000000000000e+03 -1.486780444125659658e-12 1.920030363223651826e-12 1.039172244534408535e-12
1.513000000000000000e+03 -6.634524302271608351e-13 8.364996610799173140e-13 -5.229754115297430276e-13
1.514000000000000000e+03 3.363812118871786889e-13 1.425487682143366665e-13 -2.100546808151255195e-12
1.515000000000000000e+03 1.141180857637378868e-12 1.347236372605576023e-13 -2.864627820896615515e-12
1.516000000000000000e+03 1.345970218994310595e-12 4.784509290003289225e-13 -2.454220748376790977e-12
1.517000000000000000e+03 8.557215616031430586e-13 6.612023030803262556e-13 -1.144176204497058181e-12
1.518000000000000000e+03 1.341650032786576219e-14 5.881347112195873523e-13 5.522935794339930316e-13
1.519000000000000000e+03 -6.178112643757237151e-13 7.258644502757974279e-13 2.088305859988413946e-12
1.520000000000000000e+03 -6.498047969290717427e-13 1.518495406945307925e-12 2.748668684113789840e-12
1.521000000000000000e+03 -6.958024790057462022e-14 2.632822998384766073e-12 2.019762459011472877e-12
1.522000000000000000e+03 7.919182616124093825e-13 3.020693493120644723e-12 2.677687759473564944e-13
1.523000000000000000e+03 1.407819394764935472e-12 1.789015943331278655e-12 -1.399872579292844876e-12
1.524000000000000000e+03 1.356269019282985098e-12 -8.698912459064564775e-13 -2.063145854375625675e-12
1.525000000000000000e+03 6.565869351025829773e-13 -3.355495581272831138e-12 -1.598788825965684720e-12
1.526000000000000000e+03 -1.849183327639902601e-13 -3.683060758235449648e-12 -5.695170224606972669e-13
1.527000000000000000e+03 -6.383443892457340801e-13 -1.245026729129477999e-12 2.869417060041106802e-13
1.528000000000000000e+03 -6.460573395886716924e-13 2.642091669138017640e-12 5.108711571300749194e-13
1.529000000000000000e+03 -5.022878093566011091e-13 5.687896027647155427e-12 5.330198043138966598e-14
1.530000000000000000e+03 -3.478423216784308950e-13 6.005196370188100370e-12 -7.167711943508939729e-13
1.531000000000000000e+03 -7.243164299846570456e-15 3.296503972244938666e-12 -1.160059312326834115e-12
1.532000000000000000e+03 6.926025377615680483e-13 -8.522397790571319647e-13 -9.757854394599624732e-13
1.533000000000000000e+03 1.632400846042025060e-12 -4.066475282912081468e-12 -5.506362855633044643e-13
1.534000000000000000e+03 2.475852515163150425e-12 -4.701611894559436497e-12 -3.225562051448436078e-13
1.535000000000000000e+03 2.896393328901707392e-12 -2.613095036245886963e-12 -2.784669694196580306e-13
1.536000000000000000e+03 2.677134688701734904e-12 8.595118294711777658e-13 -3.850593309533383121e-13
1.537000000000000000e+03 1.739924773290853863e-12 3.575949064418625023e-12 -8.362311500809918262e-13
1.538000000000000000e+03 1.941091486967510520e-13 3.898653717523102208e-12 -1.539378439508976297e-12
1.539000000000000000e+03 -1.596251631594707650e-12 1.782067508129947548e-12 -1.978519007791209911e-12
1.540000000000000000e+03 -2.931136767822773671e-12 -1.248496968467055812e-12 -1.794752224068177479e-12
1.541000000000000000e+03 -2.996985196223221552e-12 -3.152437107039171896e-12 -1.074849734974894117e-12
1.542000000000000000e+03 -1.524631342966980558e-12 -2.858775607313108992e-12 -1.607446048321200519e-13
1.543000000000000000e+03 8.507503175112986151e-13 -9.949206291202911625e-13 4.515680990214915585e-13
1.544000000000000000e+03 2.952497638082889742e-12 8.923166545770165754e-13 2.873384508037548812e-13
1.545000000000000000e+03 3.744061688149058766e-12 1.708224232542540979e-12 -5.824972031463936987e-13
1.546000000000000000e+03 2.909874828430291705e-12 1.433841882211345787e-12 -1.375874424343843829e-12
1.547000000000000000e+03 1.058798810622947065e-12 8.021303565160050481e-13 -1.307752228077517420e-12
1.548000000000000000e+03 -7.640167653804871081e-13 6.608152572976364570e-13 -3.579614472797347164e-13
1.549000000000000000e+03 -1.878600144664842345e-12 1.355066651133333249e-12 7.422179994131607923e-13
1.550000000000000000e+03 -2.165403330073292510e-12 2.332597682252896767e-12 1.184390700142808376e-12
1.551000000000000000e+03 -1.806541503743834550e-12 2.527788259056454262e-12 6.645259689878566253e-13
1.552000000000000000e+03 -1.114036507502373631e-12 1.344100979048915667e-12 -6.334677678523457098e-13
1.553000000000000000e+03 -3.967987903455436077e-13 -6.534235356661182455e-13 -2.189104988197201057e-12
1.554000000000000000e+03 1.351834804262620277e-13 -2.003051096267397429e-12 -3.166265732774086496e-12
1.555000000000000000e+03 2.888345130766158940e-13 -1.637395069138562490e-12 -2.837565109785439203e-12
1.556000000000000000e+03 -1.184593420046272808e-13 -2.455380063501909499e-14 -1.245398548608264071e-12
1.557000000000000000e+03 -9.890025880927892175e-13 1.289917602407497509e-12 7.082236364040582534e-13
1.558000000000000000e+03 -1.734180361808161762e-12 1.239449540757265061e-12 1.907383929578219862e-12
1.559000000000000000e+03 -1.628693660211404193e-12 1.812169737736373213e-13 1.805801632858988442e-12
1.560000000000000000e+03 -5.752361616028685910e-13 -5.489256124921625407e-13 6.942631699972336953e-13
1.561000000000000000e+03 6.276281297088319128e-13 1.173244696404735899e-13 -5.986631502988321194e-13
1.562000000000000000e+03 1.017195209409929709e-12 2.093161637323955200e-12 -1.202732883105148931e-12
1.563000000000000000e+03 4.107037871511594697e-13 4.225214322217457719e-12 -6.585448761001602374e-13
1.564000000000000000e+03 -5.586143816538869733e-13 5.056689641534379292e-12 7.852456587839867526e-13
1.565000000000000000e+03 -1.196747386648585814e-12 3.761181088801095080e-12 2.168813679647981202e-12
1.566000000000000000e+03 -1.272550938356426174e-12 7.972269377617324625e-13 2.252047921321310818e-12
1.567000000000000000e+03 -9.695724719608280571e-13 -2.202469786506468321e-12 2.952737450539340177e-13
1.568000000000000000e+03 -6.818125513320628582e-13 -3.510387750804208441e-12 -3.120361411614366084e-12
1.569000000000000000e+03 -7.450043181703355407e-13 -2.676387174378112099e-12 -6.073090195528819834e-12
1.570000000000000000e+03 -1.077857893297239995e-12 -7.152775224336213016e-13 -6.535682069420326144e-12
1.571000000000000000e+03 -1.205538669247974007e-12 1.099120229384189113e-12 -3.888224716690872264e-12
1.572000000000000000e+03 -7.442176970101733651e-13 2.278727266993731339e-12 5.760779661602697073e-13
1.573000000000000000e+03 1.997784245328197421e-13 3.024604701475000098e-12 4.465913120981648357e-12
1.574000000000000000e+03 1.067386861507186330e-12 3.568887733092271634e-12 5.758264544433298584e-12
1.575000000000000000e+03 1.328885185719306580e-12 3.779090511275345470e-12 3.970527916150546813e-12
1.576000000000000000e+03 9.836299438358596593e-13 3.197867103363964551e-12 3.606738036242283305e-13
1.577000000000000000e+03 4.304315398341021882e-13 1.515627143199704206e-12 -3.013446309479529940e-12
1.578000000000000000e+03 -8.897429076305859901e-14 -9.167330525923422527e-13 -4.570499387933732248e-12
1.579000000000000000e+03 -6.424884596643925916e-13 -3.091993953704244326e-12 -3.952203738750787760e-12
1.580000000000000000e+03 -1.265314688725141595e-12 -3.759521100266216395e-12 -2.062505861169239967e-12
1.581000000000000000e+03 -1.755706916778186239e-12 -2.202439487814086053e-12 -4.152110030077088571e-13
1.582000000000000000e+03 -1.810858207434216882e-12 9.112728944321140831e-13 -5.548632189710736220e-14
1.583000000000000000e+03 -1.254104486600978108e-12 3.799267401649020437e-12 -9.591674013874474039e-13
1.584000000000000000e+03 -9.901096123592464010e-14 4.976459739925699706e-12 -2.330115046171312686e-12
1.585000000000000000e+03 1.516047965815483705e-12 4.186001216146656052e-12 -3.165462610678651303e-12
1.586000000000000000e+03 3.156413578911778234e-12 2.192578180505440002e-12 -2.680953116279880146e-12
1.587000000000000000e+03 3.908842784436821476e-12 2.075029648238856942e-13 -8.509765144555669294e-13
1.588000000000000000e+03 2.827342498361698293e-12 -7.440965694171999929e-13 1.247830042599602572e-12
1.589000000000000000e+03 -6.829050650744791867e-14 -4.883191246830774240e-13 2.101611373461122917e-12
1.590000000000000000e+03 -3.324878451752387559e-12 2.427058781749046044e-13 1.125792978899022540e-12
1.591000000000000000e+03 -4.926736228428563381e-12 5.036521243340755766e-13 -7.476528600052265910e-13
1.592000000000000000e+03 -3.800160353238161314e-12 -1.161212642501744640e-13 -1.972012972218239559e-12
1.593000000000000000e+03 -5.980595890790039226e-13 -1.153551183784912700e-12 -1.762049475452663937e-12
1.594000000000000000e+03 2.680118405831290487e-12 -1.572791522852972221e-12 -5.427493498117456409e-13
1.595000000000000000e+03 3.910483617784023472e-12 -6.507702133433811996e-13 6.629628394673402939e-13
1.596000000000000000e+03 2.279535719258300821e-12 1.254326886612934206e-12 1.093678186242349835e-12
1.597000000000000000e+03 -1.148811908951691554e-12 2.850513196380693007e-12 6.848261730120322843e-13
1.598000000000000000e+03 -4.167349325706037450e-12 2.945533573465648136e-12 -1.707885950208287845e-14
1.599000000000000000e+03 -4.857248355757558730e-12 1.398817070498823812e-12 -3.235749269618863874e-13
1.600000000000000000e+03 -2.853254956062156510e-12 -8.071796809948934576e-13 -5.467197055713236509e-14
1.601000000000000000e+03 5.256056670633843278e-13 -2.283810004752961361e-12 2.798632090780069865e-13
1.602000000000000000e+03 3.395560651119651255e-12 -2.238406573983182570e-12 1.183102148329486394e-13
1.603000000000000000e+03 4.534410596139804359e-12 -1.066429745039010113e-12 -3.513575485166788427e-13
1.604000000000000000e+03 3.757570708872629362e-12 8.144884015189496850e-14 -2.491372733184447869e-13
1.605000000000000000e+03 1.654234289602129238e-12 2.774919332782172928e-13 9.299836250365860955e-13
1.606000000000000000e+03 -8.087462098868514215e-13 -5.646305434300534651e-13 2.470893929401803290e-12
1.607000000000000000e+03 -2.756063073621332691e-12 -1.725453012223032230e-12 2.987645085187281857e-12
1.608000000000000000e+03 -3.686322802645314702e-12 -2.334062384163901443e-12 1.838271683092187328e-12
1.609000000000000000e+03 -3.309690639920717174e-12 -2.131695825576521368e-12 -2.290940316870506418e-13
1.610000000000000000e+03 -1.503075630104833869e-12 -1.607205803126652216e-12 -1.790467037301891505e-12
1.611000000000000000e+03 1.236879064293093450e-12 -1.381094306840840396e-12 -1.871336022944175175e-12
1.612000000000000000e+03 3.674991596858710124e-12 -1.588497552762624056e-12 -5.779557380080329421e-13
1.613000000000000000e+03 4.588187236991298142e-12 -1.913847994923105103e-12 1.025704760366795595e-12
1.614000000000000000e+03 3.526550847188165347e-12 -2.028351023421286342e-12 1.770937064532061511e-12
1.615000000000000000e+03 8.836715152787646083e-13 -1.838424786913622340e-12 1.327981144297719193e-12
