# t D_xx D_yy D_zz
2.988400000000000000e+04 4.225567946149490468e-09 1.841526161805334720e-09 2.822312429277505935e-09
2.988800000000000000e+04 4.240913425991548685e-09 1.836519555055864848e-09 2.819433541128045334e-09
2.989200000000000000e+04 4.258712627313348804e-09 1.835011746684852832e-09 2.806533786078137732e-09
2.989600000000000000e+04 4.275025611560543184e-09 1.838335377439144340e-09 2.790972083129207394e-09
2.990000000000000000e+04 4.286261625376705231e-09 1.844353411813657017e-09 2.782231252448413877e-09
2.990400000000000000e+04 4.290868815557877370e-09 1.848635358835613159e-09 2.786049316978551359e-09
2.990800000000000000e+04 4.289853108855056328e-09 1.847313043369141584e-09 2.801047845695424158e-09
2.991200000000000000e+04 4.286122525124642945e-09 1.839296470790993569e-09 2.820108507204376727e-09
2.991600000000000000e+04 4.283699896365556957e-09 1.827057436272528187e-09 2.835015525694817464e-09
2.992000000000000000e+04 4.286538091024682326e-09 1.815984640523851579e-09 2.840696250770880184e-09
2.992400000000000000e+04 4.296358500522205921e-09 1.811489812787386801e-09 2.836488822842419760e-09
2.992800000000000000e+04 4.311069705795723257e-09 1.815025032635465958e-09 2.824792031255793210e-09
2.993200000000000000e+04 4.325890434763322341e-09 1.822637207882737962e-09 2.809236672977369162e-09
2.993600000000000000e+04 4.336684508213095066e-09 1.827563968129712115e-09 2.793810529093503909e-09
2.994000000000000000e+04 4.342597486189525985e-09 1.824637287848586919e-09 2.782552943393820246e-09
2.994400000000000000e+04 4.345845210032244952e-09 1.813448895893749335e-09 2.778666810389526730e-09
2.994800000000000000e+04 4.349487784231495442e-09 1.798525659385172051e-09 2.782880063582949024e-09
2.995200000000000000e+04 4.355343371109249093e-09 1.786398587192576173e-09 2.792500692350320797e-09
2.995600000000000000e+04 4.363260425629295660e-09 1.781439781091000620e-09 2.802547944210762422e-09
2.996000000000000000e+04 4.371990774900137126e-09 1.783441598002453418e-09 2.808303796860168684e-09
2.996400000000000000e+04 4.380519032687614559e-09 1.788299902311110461e-09 2.807465775250200962e-09
2.996800000000000000e+04 4.388091448805774057e-09 1.790626233622965683e-09 2.800963560206368277e-09
2.997200000000000000e+04 4.393354453266358916e-09 1.786546889285315123e-09 2.792210258954419033e-09
2.997600000000000000e+04 4.394822111119994297e-09 1.775400669905115536e-09 2.784670626355547454e-09
2.998000000000000000e+04 4.392986894986556731e-09 1.759371975729454707e-09 2.779341353103709102e-09
2.998400000000000000e+04 4.391218270937533131e-09 1.741680136916654003e-09 2.774932418113569612e-09
2.998800000000000000e+04 4.393503966484984372e-09 1.725408065079547172e-09 2.770475076259309911e-09
2.999200000000000000e+04 4.401404148587689813e-09 1.713535353815728564e-09 2.766883500339990818e-09
2.999600000000000000e+04 4.413335333434260408e-09 1.708509763776831293e-09 2.765768493977657361e-09
3.000000000000000000e+04 4.426036981760495052e-09 1.710444457378444148e-09 2.767173719283108719e-09
3.000400000000000000e+04 4.436443434222064897e-09 1.715751801350969936e-09 2.768464885024247888e-09
3.000800000000000000e+04 4.442833339799447207e-09 1.718468079291781080e-09 2.765522183733050359e-09
3.001200000000000000e+04 4.444988993267053455e-09 1.713638879373505257e-09 2.756079890035913686e-09
3.001600000000000000e+04 4.443843190671243599e-09 1.700193270810847297e-09 2.742763946613922272e-09
3.002000000000000000e+04 4.441196376758835801e-09 1.681680709154591208e-09 2.732366031102960190e-09
3.002400000000000000e+04 4.439406585510458185e-09 1.664563828224452462e-09 2.731118593737870886e-09
3.002800000000000000e+04 4.440731615360633465e-09 1.654656704131802040e-09 2.739731042744765277e-09
3.003200000000000000e+04 4.446432580798949594e-09 1.653656199300080177e-09 2.752113464448918989e-09
3.003600000000000000e+04 4.455928192934743279e-09 1.658338190718619243e-09 2.759061758274244161e-09
3.004000000000000000e+04 4.466419972191336728e-09 1.663033910438064554e-09 2.754821141704220691e-09
3.004400000000000000e+04 4.473682492570688675e-09 1.663158303168662109e-09 2.741614770250101323e-09
3.004800000000000000e+04 4.474173929525028343e-09 1.657372689142151072e-09 2.728185466095924798e-09
3.005200000000000000e+04 4.467184526644560861e-09 1.647886208256882559e-09 2.723687635985978240e-09
3.005600000000000000e+04 4.455473737879852373e-09 1.638990482136037606e-09 2.731698926914537296e-09
3.006000000000000000e+04 4.444194883072197970e-09 1.634154350673834901e-09 2.747761104803531258e-09
3.006400000000000000e+04 4.438790569104980639e-09 1.633698877453028826e-09 2.761737270592744037e-09
3.006800000000000000e+04 4.442578629538417992e-09 1.634970018777473043e-09 2.764063151218292532e-09
3.007200000000000000e+04 4.455067795189726490e-09 1.634418952681013034e-09 2.751918478378971669e-09
3.007600000000000000e+04 4.472226460628851158e-09 1.629953079138549926e-09 2.731227482635096163e-09
3.008000000000000000e+04 4.488493734834753993e-09 1.622403102604614792e-09 2.713688925218169747e-09
3.008400000000000000e+04 4.498852265320879994e-09 1.615132496909907544e-09 2.710467261969148782e-09
3.008800000000000000e+04 4.500225424412096340e-09 1.611735199744082912e-09 2.725625401262197800e-09
3.009200000000000000e+04 4.492378290342847115e-09 1.613601253356886568e-09 2.753731225135997736e-09
3.009600000000000000e+04 4.477634572873227020e-09 1.619368246422940803e-09 2.783615121632752501e-09
3.010000000000000000e+04 4.459465247053580841e-09 1.626214624377315121e-09 2.804832678527252139e-09
3.010400000000000000e+04 4.441711063510588150e-09 1.631404903135405449e-09 2.811899651476098913e-09
3.010800000000000000e+04 4.428703090640076630e-09 1.633202610024265085e-09 2.805035073439981356e-09
3.011200000000000000e+04 4.424399931647556881e-09 1.631299475866898083e-09 2.789183793821557273e-09
3.011600000000000000e+04 4.430369123997565877e-09 1.626601975455165393e-09 2.772203329730418269e-09
3.012000000000000000e+04 4.444730388900237418e-09 1.620418547181898665e-09 2.761670744636758882e-09
3.012400000000000000e+04 4.462578570146551743e-09 1.614257162381158850e-09 2.761164692142039216e-09
3.012800000000000000e+04 4.477029005751559151e-09 1.610354718312123755e-09 2.768818690661432762e-09
3.013200000000000000e+04 4.481517158980231695e-09 1.610916146612393542e-09 2.779579850121560793e-09
3.013600000000000000e+04 4.473117821105249540e-09 1.615863837551577218e-09 2.788952096930186148e-09
3.014000000000000000e+04 4.454039006984565594e-09 1.622174536369099958e-09 2.795031958470000064e-09
3.014400000000000000e+04 4.430086156515863776e-09 1.626205825144262186e-09 2.798206081142849598e-09
3.014800000000000000e+04 4.408248825331036844e-09 1.626360567861432899e-09 2.799799151282544292e-09
3.015200000000000000e+04 4.394797488621817785e-09 1.623455798441586764e-09 2.800965913891853220e-09
3.015600000000000000e+04 4.392986386713122555e-09 1.619259651051682748e-09 2.802479255291515524e-09
3.016000000000000000e+04 4.400831978847501372e-09 1.615127493885128341e-09 2.804732821599984275e-09
3.016400000000000000e+04 4.411754087725344731e-09 1.611773214094003612e-09 2.806984326113175717e-09
3.016800000000000000e+04 4.418706924163604789e-09 1.609833630189411386e-09 2.806860904860053616e-09
3.017200000000000000e+04 4.418309598110310537e-09 1.610097970871437574e-09 2.801819465923257789e-09
3.017600000000000000e+04 4.411819425363301028e-09 1.612854633426979929e-09 2.791934735137905478e-09
3.018000000000000000e+04 4.403235978246473951e-09 1.617147206454961276e-09 2.781295398425429530e-09
3.018400000000000000e+04 4.396280120725374282e-09 1.620815771830581062e-09 2.776008578592956363e-09
3.018800000000000000e+04 4.392019086853338959e-09 1.621351473922726339e-09 2.780017162497301950e-09
3.019200000000000000e+04 4.388749038516081854e-09 1.617303578119543856e-09 2.792218474628040898e-09
3.019600000000000000e+04 4.384154761943599930e-09 1.609560234033797504e-09 2.807154560541338235e-09
3.020000000000000000e+04 4.377602577222809517e-09 1.601279538125243629e-09 2.818478624679797089e-09
3.020400000000000000e+04 4.370646481422734144e-09 1.596143839582579408e-09 2.822618844130794935e-09
3.020800000000000000e+04 4.365718164263586009e-09 1.596032842945896378e-09 2.820440253743537704e-09
3.021200000000000000e+04 4.363872989048039635e-09 1.599507010630419273e-09 2.816022677868065539e-09
3.021600000000000000e+04 4.363179096664382542e-09 1.602337002540065223e-09 2.813521312473136714e-09
3.022000000000000000e+04 4.359553726022772694e-09 1.600676177924376203e-09 2.814462470922987835e-09
3.022400000000000000e+04 4.349874522013573781e-09 1.594807738251632242e-09 2.817441751326940683e-09
3.022800000000000000e+04 4.335072546838857727e-09 1.589359431375626302e-09 2.820450846910126769e-09
3.023200000000000000e+04 4.320607048861737360e-09 1.589176516822090470e-09 2.823513111578378794e-09
3.023600000000000000e+04 4.313061317864593214e-09 1.595151615247485486e-09 2.828601499923290988e-09
3.024000000000000000e+04 4.314941530881622314e-09 1.603730094347119073e-09 2.837039614325425937e-09
3.024400000000000000e+04 4.322426572649044005e-09 1.609470153231546573e-09 2.847704364151199683e-09
3.024800000000000000e+04 4.328385053367660987e-09 1.608440909225233688e-09 2.857974425974249159e-09
3.025200000000000000e+04 4.327696473847265469e-09 1.600735899807260229e-09 2.865847286983577234e-09
3.025600000000000000e+04 4.320163540016775379e-09 1.590660835151952523e-09 2.871013081963911715e-09
3.026000000000000000e+04 4.309341466323237663e-09 1.584446185388068793e-09 2.874601467346862142e-09
3.026400000000000000e+04 4.299267800854783117e-09 1.586870267063205544e-09 2.878155319640205129e-09
3.026800000000000000e+04 4.291999948891616495e-09 1.598512128347264465e-09 2.882401042219048451e-09
3.027200000000000000e+04 4.287346358192190985e-09 1.615012671172005009e-09 2.886964121962520617e-09
3.027600000000000000e+04 4.284193685593079860e-09 1.628849529698721165e-09 2.891322361718463243e-09
3.028000000000000000e+04 4.281978851070024068e-09 1.633076681464961273e-09 2.895286484285537422e-09
3.028400000000000000e+04 4.281318195246693570e-09 1.625310804956571997e-09 2.898243422691541537e-09
3.028800000000000000e+04 4.283547041615110891e-09 1.609539664217213823e-09 2.898961597213481819e-09
3.029200000000000000e+04 4.289308334247699576e-09 1.594299587869350452e-09 2.896865939731920953e-09
3.029600000000000000e+04 4.297086531445921788e-09 1.587948806377486331e-09 2.893221464980699679e-09
3.030000000000000000e+04 4.303315806248817950e-09 1.593765034763623708e-09 2.890821326950229420e-09
3.030400000000000000e+04 4.304441255267535008e-09 1.607977345386587952e-09 2.892556636750019069e-09
3.030800000000000000e+04 4.299092288783834349e-09 1.622013491222376182e-09 2.900004166785099353e-09
3.031200000000000000e+04 4.288713619897064575e-09 1.627547990629235640e-09 2.912683702518888481e-09
3.031600000000000000e+04 4.276875059127678215e-09 1.621170925321442367e-09 2.928093250652131586e-09
3.032000000000000000e+04 4.267756737020882667e-09 1.605813753315474122e-09 2.942276822138555736e-09
3.032400000000000000e+04 4.264001314831897383e-09 1.588651885419730375e-09 2.950815370420394491e-09
3.032800000000000000e+04 4.265239878735629960e-09 1.577502354839077624e-09 2.950453130939502606e-09
3.033200000000000000e+04 4.268796098047724281e-09 1.577370337800870205e-09 2.940847042196403872e-09
3.033600000000000000e+04 4.271834507944308270e-09 1.588029981927519692e-09 2.925069637279292703e-09
3.034000000000000000e+04 4.272758717156962991e-09 1.604063767223353603e-09 2.908290384765206078e-09
3.034400000000000000e+04 4.271266865124387563e-09 1.617797934148068841e-09 2.895486183927141948e-09
3.034800000000000000e+04 4.268013379987999461e-09 1.623209040192415327e-09 2.889557757654545965e-09
3.035200000000000000e+04 4.264081302376938670e-09 1.618495870243261567e-09 2.890998104349803138e-09
3.035600000000000000e+04 4.260215110977979288e-09 1.606378467486842076e-09 2.898991753735344030e-09
3.036000000000000000e+04 4.256524289576771781e-09 1.592417796803797780e-09 2.912393286678319439e-09
3.036400000000000000e+04 4.252777146523283156e-09 1.582410265923886463e-09 2.929419257885806192e-09
3.036800000000000000e+04 4.248586928327988272e-09 1.580039841343772034e-09 2.946538479802213146e-09
3.037200000000000000e+04 4.243362814407737796e-09 1.585637397802312753e-09 2.958413315022409879e-09
3.037600000000000000e+04 4.236351446445486004e-09 1.596520435430920317e-09 2.960192640313996173e-09
3.038000000000000000e+04 4.227173095999916012e-09 1.608551030440995659e-09 2.950762885749381570e-09
3.038400000000000000e+04 4.217232843399356382e-09 1.617928455318682559e-09 2.934190856420581332e-09
3.038800000000000000e+04 4.210668545920035700e-09 1.622425289838583208e-09 2.918138076744409164e-09
3.039200000000000000e+04 4.212416562973907239e-09 1.621762927232266507e-09 2.910218549820441691e-09
3.039600000000000000e+04 4.223992180758272127e-09 1.617239815786166303e-09 2.914361303750501268e-09
3.040000000000000000e+04 4.240843959069525487e-09 1.610876226396925827e-09 2.929037363116838340e-09
3.040400000000000000e+04 4.253858278424240187e-09 1.604552288127394483e-09 2.948096946247007573e-09
3.040800000000000000e+04 4.254107900987623106e-09 1.599764916980764565e-09 2.963821071206602794e-09
3.041200000000000000e+04 4.238152786960904216e-09 1.598071646043800842e-09 2.971019663490114554e-09
3.041600000000000000e+04 4.210717108239135406e-09 1.601161129416065649e-09 2.969855479340451722e-09
3.042000000000000000e+04 4.182556098445351341e-09 1.609788037432775937e-09 2.965037746192049685e-09
3.042400000000000000e+04 4.164781827394653884e-09 1.622730966735680624e-09 2.962074716147514475e-09
3.042800000000000000e+04 4.163350003448452798e-09 1.636948178730054397e-09 2.963910325618353960e-09
3.043200000000000000e+04 4.176520799338220163e-09 1.648474927512458451e-09 2.970103426694897383e-09
3.043600000000000000e+04 4.196370383731960260e-09 1.653660409707821012e-09 2.977952363334929400e-09
3.044000000000000000e+04 4.213455540036630898e-09 1.651084815677484180e-09 2.984036569678240172e-09
3.044400000000000000e+04 4.221473530012785845e-09 1.643325900606925046e-09 2.985841333703364975e-09
3.044800000000000000e+04 4.219050151361721134e-09 1.636232637443991660e-09 2.983526719034078662e-09
3.045200000000000000e+04 4.208684067679583560e-09 1.635435178472117094e-09 2.980439928575658674e-09
3.045600000000000000e+04 4.194715147567581804e-09 1.643322360275099008e-09 2.981071589652152536e-09
3.046000000000000000e+04 4.181435829285145367e-09 1.658643924048092114e-09 2.987598361117852331e-09
3.046400000000000000e+04 4.171490698689605962e-09 1.677534900430869289e-09 2.997520073016367360e-09
3.046800000000000000e+04 4.165139940853180236e-09 1.694831971370280846e-09 3.004525637334794061e-09
3.047200000000000000e+04 4.160897324392137175e-09 1.706098255592719074e-09 3.002879354794746708e-09
3.047600000000000000e+04 4.157006463992334130e-09 1.709810161042535639e-09 2.992173011321552536e-09
3.048000000000000000e+04 4.152939886727517220e-09 1.707871142827034840e-09 2.978291468974914558e-09
3.048400000000000000e+04 4.150238704271171836e-09 1.704197662606891016e-09 2.969996581261206774e-09
3.048800000000000000e+04 4.151690884451243288e-09 1.702915314707771632e-09 2.973786727213483326e-09
3.049200000000000000e+04 4.158652051909181800e-09 1.706899822536215575e-09 2.989927354413641171e-09
3.049600000000000000e+04 4.168671571721175087e-09 1.716470625017266941e-09 3.011916879096044035e-09
3.050000000000000000e+04 4.176000573750042652e-09 1.728969272292215428e-09 3.030023983365706295e-09
3.050400000000000000e+04 4.174893717383888978e-09 1.740393250934559437e-09 3.036658884836140517e-09
3.050800000000000000e+04 4.163208571665798422e-09 1.748227730624853362e-09 3.030192254486444991e-09
3.051200000000000000e+04 4.143588108572097475e-09 1.752811439734363843e-09 3.015273295541193221e-09
3.051600000000000000e+04 4.121685655409544816e-09 1.756216918130995013e-09 2.999842974200388873e-09
3.052000000000000000e+04 4.103529635090988959e-09 1.760296475020406054e-09 2.990806465386602923e-09
3.052400000000000000e+04 4.093895657345126393e-09 1.765610157868312709e-09 2.990970493195440451e-09
3.052800000000000000e+04 4.095523543494132905e-09 1.771597967069488119e-09 2.998514030554636369e-09
3.053200000000000000e+04 4.108281108664088820e-09 1.777504131008053070e-09 3.008382410766769637e-09
3.053600000000000000e+04 4.128222915381629182e-09 1.783141062337029118e-09 3.014906149027425745e-09
3.054000000000000000e+04 4.147859131042305719e-09 1.788702308851749221e-09 3.015091305273412247e-09
3.054400000000000000e+04 4.158897020208751582e-09 1.793593634350670630e-09 3.010416703945164948e-09
3.054800000000000000e+04 4.156221895708808388e-09 1.795647390520510693e-09 3.005169886371015551e-09
3.055200000000000000e+04 4.140420252443523929e-09 1.792547893191009984e-09 3.002922931211430233e-09
3.055600000000000000e+04 4.117552948601373059e-09 1.784720036482726486e-09 3.004440500370093192e-09
3.056000000000000000e+04 4.096427750080710281e-09 1.776266157394261506e-09 3.007941085805477493e-09
3.056400000000000000e+04 4.084730513142756740e-09 1.772437990199770811e-09 3.010480923754419041e-09
3.056800000000000000e+04 4.086015729675971561e-09 1.776128906071657078e-09 3.009697772408578977e-09
3.057200000000000000e+04 4.098839815532948318e-09 1.786243805046010391e-09 3.005622623481038540e-09
3.057600000000000000e+04 4.118007012626452764e-09 1.798427609695818873e-09 3.001356670015322608e-09
3.058000000000000000e+04 4.136817692686559419e-09 1.807381320125349404e-09 3.001498031611206115e-09
3.058400000000000000e+04 4.149208063644839462e-09 1.809674938336569050e-09 3.008811042061054246e-09
3.058800000000000000e+04 4.151583822714383984e-09 1.805575264623036821e-09 3.021179149271033273e-09
3.059200000000000000e+04 4.144199037150345092e-09 1.798715381116521633e-09 3.031611114488226397e-09
3.059600000000000000e+04 4.131115579988239825e-09 1.793637520289060475e-09 3.032397641567303593e-09
3.060000000000000000e+04 4.118195236473508604e-09 1.792593879829519757e-09 3.020756047522216666e-09
3.060400000000000000e+04 4.110343156446055834e-09 1.793847566103779649e-09 3.001587958146362883e-09
3.060800000000000000e+04 4.109842169060382273e-09 1.793174732373843853e-09 2.985148587563685814e-09
3.061200000000000000e+04 4.116343298890152428e-09 1.787739973054482225e-09 2.980857830826249242e-09
3.061600000000000000e+04 4.127617174716405046e-09 1.778959564279506095e-09 2.991090272557601530e-09
3.062000000000000000e+04 4.140098132163335740e-09 1.771743555088795503e-09 3.009214105438193737e-09
3.062400000000000000e+04 4.149735561005543763e-09 1.771019460713987382e-09 3.023641665867715758e-09
3.062800000000000000e+04 4.153851365677526127e-09 1.778438244628737613e-09 3.025364494590827096e-09
3.063200000000000000e+04 4.152696840363609083e-09 1.791315626757512327e-09 3.013490421247103723e-09
3.063600000000000000e+04 4.149260345538853562e-09 1.804342255959114071e-09 2.995090132273217439e-09
3.064000000000000000e+04 4.147485433213678805e-09 1.812833132382601027e-09 2.980309728092942807e-09
3.064400000000000000e+04 4.149682744715276793e-09 1.814756567423172611e-09 2.976226089783720729e-09
3.064800000000000000e+04 4.154666710579910800e-09 1.810373607241830745e-09 2.982875548844920205e-09
3.065200000000000000e+04 4.158408008099862675e-09 1.801098971467130628e-09 2.993755916533986914e-09
3.065600000000000000e+04 4.157110243197567743e-09 1.789013531127549762e-09 3.000422119016787273e-09
3.066000000000000000e+04 4.150479218781679758e-09 1.777020930084218089e-09 2.997898186929898642e-09
3.066400000000000000e+04 4.142643336177132755e-09 1.769097265373753845e-09 2.987368733819130238e-09
3.066800000000000000e+04 4.139997529549913381e-09 1.769541778880469503e-09 2.974843640019818130e-09
3.067200000000000000e+04 4.147513448525048196e-09 1.780477375948663695e-09 2.966863736200698589e-09
3.067600000000000000e+04 4.165613721692268098e-09 1.799195237837883307e-09 2.966083989842647033e-09
3.068000000000000000e+04 4.189225936846251209e-09 1.818379835347821455e-09 2.970018862894519963e-09
3.068400000000000000e+04 4.209929161454372672e-09 1.830062348891688522e-09 2.973696280646234597e-09
3.068800000000000000e+04 4.220338408833685342e-09 1.830569736204696720e-09 2.973463152451235965e-09
3.069200000000000000e+04 4.218065656904601015e-09 1.822629760408198441e-09 2.968997973569717205e-09
3.069600000000000000e+04 4.206689863993562107e-09 1.813113201099296093e-09 2.963019798675591514e-09
3.070000000000000000e+04 4.193347214577481418e-09 1.808271699656463543e-09 2.959638955701980546e-09
3.070400000000000000e+04 4.184950505481679455e-09 1.809863114358525275e-09 2.962115918681420880e-09
3.070800000000000000e+04 4.185258995938116131e-09 1.814663961007301960e-09 2.970685455700594190e-09
3.071200000000000000e+04 4.193780706547747265e-09 1.817364366125886620e-09 2.981909670085193474e-09
3.071600000000000000e+04 4.206759261357812912e-09 1.814469010582187681e-09 2.990714489701268529e-09
3.072000000000000000e+04 4.219614134677524037e-09 1.806774038624121497e-09 2.993800495393259421e-09
3.072400000000000000e+04 4.229161730929040416e-09 1.799362801348474324e-09 2.991342664390564254e-09
3.072800000000000000e+04 4.234497541149050661e-09 1.798831072190514977e-09 2.985460959915797442e-09
3.073200000000000000e+04 4.236965385428734451e-09 1.808820885357158471e-09 2.977576212725028077e-09
3.073600000000000000e+04 4.239471488557933709e-09 1.827011226181064049e-09 2.968111752816645670e-09
3.074000000000000000e+04 4.244412283929629913e-09 1.846088860375869288e-09 2.958712261924706750e-09
3.074400000000000000e+04 4.251068538576590077e-09 1.857952150694502127e-09 2.953266149167050724e-09
3.074800000000000000e+04 4.255531748006323317e-09 1.858182590827707575e-09 2.955373968541364188e-09
3.075200000000000000e+04 4.254272166066977026e-09 1.847952531296921503e-09 2.964673266573781660e-09
3.075600000000000000e+04 4.247950747716482129e-09 1.832424794516671466e-09 2.975764556317116995e-09
3.076000000000000000e+04 4.241414677020567295e-09 1.817505043467358418e-09 2.980785777449034363e-09
3.076400000000000000e+04 4.240149095820167656e-09 1.807728892821725799e-09 2.974192484521876630e-09
3.076800000000000000e+04 4.246755263259392194e-09 1.805712803601732184e-09 2.956829227029107311e-09
3.077200000000000000e+04 4.259688002971644266e-09 1.811741007655891680e-09 2.936299658406857604e-09
3.077600000000000000e+04 4.274204966196008532e-09 1.823314546944821215e-09 2.922957876001389555e-09
3.078000000000000000e+04 4.284906411392824681e-09 1.835801155524129641e-09 2.923718422478318216e-09
3.078400000000000000e+04 4.288627468966098273e-09 1.844299431568531801e-09 2.937615031580843504e-09
3.078800000000000000e+04 4.285746176599869909e-09 1.845942532493106688e-09 2.956366551065743982e-09
3.079200000000000000e+04 4.279274450282932601e-09 1.841793488661582211e-09 2.969489119534510788e-09
3.079600000000000000e+04 4.273274385175298247e-09 1.836609520474995916e-09 2.970056213242164448e-09
3.080000000000000000e+04 4.271686689462824464e-09 1.835443510705601342e-09 2.957573254050010650e-09
3.080400000000000000e+04 4.277057867761146271e-09 1.839439897324346974e-09 2.937003440447823705e-09
3.080800000000000000e+04 4.289354690192147734e-09 1.844778533959028459e-09 2.915271759932243555e-09
3.081200000000000000e+04 4.305756986101151453e-09 1.845862375787752848e-09 2.898030974941440235e-09
3.081600000000000000e+04 4.321431711900758067e-09 1.839902142263712969e-09 2.888579045496201819e-09
3.082000000000000000e+04 4.331264378428882368e-09 1.829160521142264833e-09 2.888213036212769069e-09
3.082400000000000000e+04 4.332479740300668153e-09 1.819455888181089529e-09 2.896568784049717048e-09
3.082800000000000000e+04 4.326468381562269628e-09 1.816372938869072329e-09 2.911498165385170159e-09
3.083200000000000000e+04 4.317953942338037312e-09 1.821826011889238658e-09 2.928592536684188466e-09
3.083600000000000000e+04 4.312275727348818851e-09 1.833125397127119468e-09 2.941233164701124881e-09
3.084000000000000000e+04 4.313210758851410411e-09 1.845053951046829709e-09 2.942899414178116881e-09
3.084400000000000000e+04 4.322020299202079686e-09 1.853392738590865723e-09 2.931432280364328290e-09
3.084800000000000000e+04 4.336813113813923048e-09 1.857265822125902905e-09 2.911367710854723640e-09
3.085200000000000000e+04 4.352701291868260444e-09 1.858474458103723093e-09 2.891447841289754768e-09
3.085600000000000000e+04 4.363773304999142892e-09 1.858546613840555488e-09 2.879346763154303577e-09
3.086000000000000000e+04 4.365901551649502435e-09 1.856679414588068421e-09 2.877527756598852977e-09
3.086400000000000000e+04 4.358730174101483286e-09 1.851108110088123778e-09 2.882262861298449244e-09
3.086800000000000000e+04 4.346166609549321904e-09 1.842513312926111030e-09 2.886289150320415964e-09
3.087200000000000000e+04 4.335072692647615502e-09 1.835344789160278119e-09 2.883952180663836373e-09
3.087600000000000000e+04 4.332016644743195930e-09 1.835079323482323989e-09 2.875244284852711859e-09
3.088000000000000000e+04 4.339195971174332708e-09 1.843756049481573890e-09 2.865443971476445518e-09
3.088400000000000000e+04 4.352413476617720162e-09 1.857762041190426424e-09 2.860828653196048786e-09
3.088800000000000000e+04 4.363379680763988669e-09 1.869952257038180841e-09 2.863926061469010191e-09
3.089200000000000000e+04 4.364921713960368125e-09 1.874766625415635809e-09 2.871772094572727946e-09
3.089600000000000000e+04 4.355263279647213925e-09 1.872376502501267843e-09 2.878333889704472444e-09
3.090000000000000000e+04 4.338989984799773862e-09 1.868296622862361821e-09 2.878987899654472963e-09
3.090400000000000000e+04 4.324621982889056950e-09 1.868532563486963109e-09 2.873262123771328166e-09
3.090800000000000000e+04 4.319714344647681428e-09 1.874112562286861658e-09 2.864087213495720236e-09
3.091200000000000000e+04 4.325761223791000818e-09 1.879470572646942164e-09 2.855235522671005959e-09
3.091600000000000000e+04 4.336924495919885450e-09 1.876498023689349353e-09 2.849039286554491508e-09
3.092000000000000000e+04 4.344439541093225432e-09 1.861677949127642809e-09 2.845362264657943698e-09
3.092400000000000000e+04 4.342833869243569860e-09 1.840451487143319768e-09 2.842557541657208335e-09
3.092800000000000000e+04 4.332683050678732003e-09 1.824691179940110383e-09 2.839620840115381543e-09
3.093200000000000000e+04 4.318871248464168775e-09 1.824986502707428984e-09 2.837271139108847903e-09
3.093600000000000000e+04 4.306682787687916948e-09 1.843433242975260376e-09 2.837109853689968642e-09
3.094000000000000000e+04 4.298576497703536494e-09 1.871812305859307276e-09 2.840025225750471493e-09
3.094400000000000000e+04 4.293853865522327919e-09 1.896367105779422890e-09 2.845291172498164699e-09
3.094800000000000000e+04 4.291090221186400817e-09 1.906042586544340830e-09 2.851033588501005932e-09
3.095200000000000000e+04 4.290390698627423976e-09 1.898573679800251852e-09 2.855543242347124372e-09
3.095600000000000000e+04 4.293085146749341300e-09 1.880526493908986531e-09 2.858067189608571030e-09
3.096000000000000000e+04 4.299497364410807975e-09 1.861992788673262597e-09 2.858531450745123985e-09
3.096400000000000000e+04 4.306994360937987884e-09 1.850220105539079601e-09 2.857183188927409577e-09
3.096800000000000000e+04 4.310433308360039197e-09 1.846385793172937167e-09 2.854977065522401836e-09
3.097200000000000000e+04 4.305598743752654850e-09 1.846843273672317642e-09 2.853792444131346992e-09
3.097600000000000000e+04 4.293089215979459628e-09 1.847294518003632277e-09 2.855227411256295977e-09
3.098000000000000000e+04 4.278827076888334738e-09 1.846849995713438073e-09 2.858877309430179850e-09
3.098400000000000000e+04 4.270307735516301584e-09 1.848774233377293697e-09 2.862350985621949543e-09
3.098800000000000000e+04 4.271634208532726351e-09 1.856886365202740960e-09 2.863279835401004599e-09
3.099200000000000000e+04 4.281236787339733346e-09 1.870889213773594992e-09 2.861332718838555497e-09
3.099600000000000000e+04 4.293624760852982458e-09 1.885460236527418504e-09 2.858739560391751600e-09
3.100000000000000000e+04 4.303296061357740506e-09 1.893951628147943107e-09 2.859055108357204602e-09
3.100400000000000000e+04 4.307728391444488170e-09 1.893017201113463770e-09 2.864606216275469376e-09
3.100800000000000000e+04 4.307590291671113969e-09 1.884443665230173188e-09 2.874426682627076476e-09
3.101200000000000000e+04 4.304794502116258225e-09 1.873428335580841200e-09 2.884781902832253415e-09
3.101600000000000000e+04 4.300639233906508747e-09 1.864981055177250485e-09 2.891844474666197875e-09
3.102000000000000000e+04 4.295451414234096395e-09 1.861065326579358509e-09 2.894158491023596259e-09
3.102400000000000000e+04 4.289273393552755642e-09 1.860468616980482166e-09 2.893351239498312771e-09
3.102800000000000000e+04 4.282627072107289039e-09 1.861119609033784182e-09 2.892816110562921828e-09
3.103200000000000000e+04 4.276869411994499129e-09 1.862643342229082056e-09 2.894962826756138531e-09
3.103600000000000000e+04 4.273984638138969509e-09 1.866888253956426183e-09 2.899005920492542135e-09
3.104000000000000000e+04 4.275756321474611025e-09 1.875620606644054853e-09 2.901528257335357714e-09
3.104400000000000000e+04 4.282372964998489819e-09 1.887402471837686326e-09 2.899516069998597516e-09
